,time,id,like,text
63,Sun Nov 28 23:56:27 +0000 2021,1465107349320966146,0,"#Bitcoin is recovering well, curious how the rest of the stock market will react tomorrow now that #omicron is not that dangerous at all. #covid #corona"
64,Sun Nov 28 23:53:57 +0000 2021,1465106722599706635,0,@will_pride15 @DavidWi32485524 Except that covid is carried in your breath not just big droplets muppet
65,Sun Nov 28 23:58:24 +0000 2021,1465107843007328256,0,"@CP24 Know what these 💉💉💉is doing to your kids first, a report from sickids &gt;&gt;&gt; https://t.co/spEpJbiOZn"
66,Sun Nov 28 23:57:42 +0000 2021,1465107665856696324,0,"@g0r0_z0r0 @anthonysimone95 Do you have any other “evidence?” By the way, this data comes from the Oxford COVID vaccine trial group. That’s for AZ, imagine what Pfizer can do. Better than 13-15, lol!"
67,Sun Nov 28 23:58:46 +0000 2021,1465107935718264838,1,@KryptonDon @jontalotta @WSJ Multiple studies show no reduced likelihood of infection with vaccination.  They show the same rate of spread in unvaccinated and vaccinated populations.  With hundreds of thousands of cases studied.  Only lowers likelihood of sever case.
68,Sun Nov 28 23:58:49 +0000 2021,1465107945251872771,1,@EdwardStockwell Damn I got Moderna.
69,Sun Nov 28 23:58:59 +0000 2021,1465107988419592193,1,Canada reports first 2 cases of omicron COVID-19 variant in Ottawa                                                            Damn!!! https://t.co/S4QZM4CjBP
70,Sun Nov 28 23:57:47 +0000 2021,1465107684865282058,2,@ScatteredWhimsy @ThyNorse @RealCandaceO Yeah aspirin has been around decades too and it’s great stuff.  But doesn’t do anything for COVID.  And vaccines are better than natural immunity.  Glad I’m triple vaxxed.  But you do you. Plenty of ventilators available at least!
71,Sun Nov 28 23:58:14 +0000 2021,1465107798010830854,0,After every run I cough and wonder if I'm starting covid symptoms
72,Sun Nov 28 23:59:07 +0000 2021,1465108021579816965,0,"@GerladBarbarian @milehihappy @Marie38788117 @ryanciminski ""...which may cause adverse pathological events. Thus, it is important to consider the possibility that the SARS-CoV-2 spike protein produced by the new COVID-19 vaccines triggers cell signaling events that promote PAH, other cardiovascular complications, and/or..."""
73,Sun Nov 28 23:55:27 +0000 2021,1465107097964716034,0,"#NYT Health: ""Will the Vaccines Stop Omicron? Scientists Are Racing to Find Out."" by BY APOORVA MANDAVILLI https://t.co/wtSvYHf49i https://t.co/47tJtkh9Zh"
74,Sun Nov 28 23:54:23 +0000 2021,1465106831651520517,0,"@LudditeHacker @IuRgayLoLI @turrible_tao As I said, the exception is island nations like NZ or peninsulas with tightly controlled land ingress like SK  _not_ a global nexus of transit like the US, where it arguably made things worse  Even more reviews of available research on the subject here:  https://t.co/vfLH7XC15Z"
75,Sun Nov 28 23:58:47 +0000 2021,1465107938369060866,17,LA: gets turned into bangtanland  canada: gets a new covid variant
76,Sun Nov 28 23:58:06 +0000 2021,1465107765072912386,0,@abbynormal75 @davidhogg111 Yes the economy took a crap when covid hit.  But that would have happened regardless of who was in the WH.    There is not a major economy in the world that did not take a massive hit in early 2020. Not one.
77,Sun Nov 28 23:59:04 +0000 2021,1465108011332997129,0,In a vaccination facility
78,Sun Nov 28 23:57:58 +0000 2021,1465107734043537409,39,"@FoxNews For those asking, what progress? —  Millions of new jobs under Biden aren’t just replacing jobs lost to covid. Lowest unemployment since 1969. Stocks keep going up, without the volatility of last few years. All before infrastructure bill really kicks in."
79,Sun Nov 28 23:55:45 +0000 2021,1465107174506520577,0,COVID hit 13 members of their family the first time. A year later it struck again https://t.co/5FBzVE6teA
80,Sun Nov 28 23:57:37 +0000 2021,1465107646088982529,0,"So with all scaremongering Omicron reporting going on at the moment, let's all take a time out &amp; listen to Dr Angelique Coetzee, the person who first discovered the new covid variant.. permission to laugh at all the folks wanting tougher restrictions afterwards, is granted ;-) https://t.co/WS0t5PruPe"
81,Sun Nov 28 23:56:07 +0000 2021,1465107265317392395,0,"@SGSafran @UK_Centrist @BallouxFrancois Well said. Can’t get over this zero doesn’t mean zero nonsense they started when it finally became obvious, even to them, that zero covid was a pipe dream. Language appears to have no meaning to some any more."
82,Sun Nov 28 23:58:37 +0000 2021,1465107896186773508,2,"@Lzrdonawndwpan1 @michlwatkins @oopsiedaisy73 When I made an appointment for my 17yo to get his flu shot, I checked off that he’d like the covid booster, too, figuring I’d might as well try.  When he went to his appointment, they confirmed his second dose was 6 months prior then gave him the booster. Definitely worth trying."
83,Sun Nov 28 23:57:15 +0000 2021,1465107550517534721,0,@ShrimpShrubbery No… tonight is the night before and I have to report tomorrow at 8:30 AM. Don’t see how I can get out of it when I don’t have Covid symptoms.
84,Sun Nov 28 23:57:49 +0000 2021,1465107693736136704,0,"""The clinical trials of Pfizer’s coronavirus vaccine found that the all-cause mortality rate of the vaccinated group was higher than that of the control group,""  https://t.co/3mdFOLQgZ7"
85,Sun Nov 28 23:54:51 +0000 2021,1465106946634121216,1,Fuck COVID I’m sick as fuck
86,Sun Nov 28 23:54:36 +0000 2021,1465106886483664896,1,@Alfenoide @dadourado COVID-19 vaccines that have obtained WHO emergency use listing appear to have high efficacy against severe disease and death: alta eficacia contra sintomas severos e mortes
87,Sun Nov 28 23:54:05 +0000 2021,1465106753947721730,0,@MoHFW_INDIA @PMOIndia @myogioffice yesterday I booked 2nd dose vaccination for my wife Neelam Sharma at PHC Juggaur Lucknow and when reached it was closed but Vaccination status is updated dispite actually it did not happen. Its a serious issue. Plz look it and take action.
88,Sun Nov 28 23:55:48 +0000 2021,1465107186485366786,0,@SRIHARI319 the vaccination is causing the spike and the variants......
89,Sun Nov 28 23:55:06 +0000 2021,1465107011243229189,2,"@govtrack @RepNancyMace It worked for the Amish community in Lancaster, Pa. They all got Covid, they all recovered.  No hospitals, just plenty of comfort and family support. Not one of them used a vaccine.  Most importantly they do not watch television.  No fearful words to beat them into depression."
90,Sun Nov 28 23:55:40 +0000 2021,1465107151995686913,1,#Covid showed us how important it is to have a diverse approach to your business.   What have you learned over the last 22 months?  #DigitalMarketing #Pandemic #SmallBusiness #Business #BusinessOwner #Pivot #Marketing #Online #DigitalAge #BoroughMarkets https://t.co/gXo9rP98kV https://t.co/8OVVoqXLiz
91,Sun Nov 28 23:59:43 +0000 2021,1465108175045025795,4,@POTUS works for us on a Sunday to stay current on covid  TFG would be golfing https://t.co/YdOq7SX7DZ
92,Sun Nov 28 23:54:17 +0000 2021,1465106803612479493,0,Canada confirms first two cases of the Omicron variant as governments around the world mobilize to respond https://t.co/BOY7d21GDM https://t.co/yb2i2zdP8P
93,Sun Nov 28 23:57:27 +0000 2021,1465107602182852609,0,Fast enough to prevent a lockdown? #COVID #OmicronVariant   https://t.co/JjarN8FGzk
94,Sun Nov 28 23:57:59 +0000 2021,1465107735217848326,0,"@loveforthehomi2 @MbtaCovidiots US has had 799,383 deaths from COVID, 10,857 is tiny in comparison to unvaccinated deaths.  Also that figure of 10,857 isn’t fully vaccinated - it includes only one vaccination which isn’t a full course of vaccination!"
95,Sun Nov 28 23:57:22 +0000 2021,1465107579747532808,1,What I read is COVID is killing people under Capitalism way faster than Communism has under any kind of economy. https://t.co/WjOUBhV61l
96,Sun Nov 28 23:56:48 +0000 2021,1465107440634982410,2,"@fox5sandiego Remember @10News did a story about CA Chief Justice Cantil Sakauye mismanaging our courts and taxpayers money? March 2020, due to COVID-19 and a State of Emergency, Gavin Newsom gave the Chief Justice power over all CA County Jails. She ordered ZERO BAIL. https://t.co/vEdpVZZAWa"
97,Sun Nov 28 23:55:08 +0000 2021,1465107020600729605,0,@Sadie44689664 @jackiebmsp You actually think that Westminster had any control over Covid ? We live on a bloody island the ability to stop the catastrophic effects of Covid where simple yet they failed and cost thousands of life’s across the U.K.
98,Sun Nov 28 23:54:10 +0000 2021,1465106774793588737,0,@Aaron_DH9 @HuwLabourLeftie @JamesMelville Strange. I wonder why we didn’t wear masks all the time before covid 🤔  Very odd.
99,Sun Nov 28 23:57:58 +0000 2021,1465107731237515271,1,"@ECR_Newswatch @ecr9495 SA gov is not serious about curbing covid spread &amp; stopping deaths. The new variant was created under level1 restrict. Everything is open &amp; it's business as usual. Ppl interacting &amp; everytime a new person gets infected, it's an opportunity for mutations to occur &amp; new variants"
100,Sun Nov 28 23:56:16 +0000 2021,1465107305356222470,0,"Gov. Hochul provides COVID-19 update for Sunday, November 28 https://t.co/irgrjFIpME"
101,Sun Nov 28 23:58:37 +0000 2021,1465107896220491778,0,U.S. focuses on booster shots as best strategy against new variant  A group of senior U.S. health officials had a call with South African scientists Sunday to understand the latest about the new omicron coronavirus variant and to help inform next steps ... https://t.co/lB1Fn0j5Rx
102,Sun Nov 28 23:59:42 +0000 2021,1465108168254578694,0,@Covid_CallOut @MadWiIliam Lol that’s funny.
103,Sun Nov 28 23:55:34 +0000 2021,1465107128541138944,0,"@BernieSpofforth Not about authoritarianism. The fight against Covid is a fight FOR humanity. Unless we care enough about others to do what we can to protect them, many more will die unnecessarily. #GetVaccinatedNow"
104,Sun Nov 28 23:58:03 +0000 2021,1465107753483976707,1,@_Llamazing @allrachel Yes and there are 3 people in that picture that are RN’s. It’s a mindset of small town Indiana. “We havent seen many deaths so it’s no big deal” The county they in live has a population of 10k. They’ve had 108 deaths but ask them and it’s “everyone who dies is listed as Covid”
105,Sun Nov 28 23:54:26 +0000 2021,1465106842749747201,0,USD/CAD Weekly Forecast: COVID strikes again https://t.co/J9vrofMN9t
106,Sun Nov 28 23:59:48 +0000 2021,1465108192275222534,0,@ronisversion Omg was it as bad as the second dose 😭 I got moderna and it took me out for three days 😭😭
107,Sun Nov 28 23:54:05 +0000 2021,1465106755306856453,16,"@ChioneNgozi @kprather88 @CDCgov @WHO @jacindaardern If all public health entities in NZ had understood that Covid is airborne, and instituted aerosol precautions instead of droplet, you would have been able to go back to #ZeroCovid like Taiwan and Japan have done. Utter failure. @jacindaardern"
108,Sun Nov 28 23:55:14 +0000 2021,1465107045212950536,20,"@quigo26 @Donks1982 @Merriganmania What ya do last night quigo?   ""Ah I went online and took the piss outta women's looks because they disagree with me on forced vaccination""."
109,Sun Nov 28 23:54:32 +0000 2021,1465106870071222277,0,National cabinet to discuss Omicron response as Covid variant detected in NSW | SBS News https://t.co/IoSDW2mKWR
110,Sun Nov 28 23:53:51 +0000 2021,1465106695064109060,0,"@chaungeni So you’re saying u survived Covid, yet u still wouldn’t vaccinate? Y?"
111,Sun Nov 28 23:57:15 +0000 2021,1465107552660721664,0,"@AnneBenn10 @MikeCarlton01 Because that is not how vaccines for diseases that mutate work. Never has been. Flu vax every year? New, slightly altered vaccine. Because flu mutates easily. Just like covid. Also we don't want to wait forever for the perfect vaccine (coz it doesn't exist), people die if we do"
112,Sun Nov 28 23:55:17 +0000 2021,1465107057573601291,0,@annergizer1216 @proud_free @newsmax All this &amp; even with vaccination you can still catch &amp; spread Covid-19.
113,Sun Nov 28 23:56:38 +0000 2021,1465107398004248584,7,"Leftists &amp; their corrupt corporate media master say: Well, crap! =&gt;  Doctor Who Raised Alarm About New #Covid Variant Pumps Brakes on Hysteria: ""Symptoms Unusual, But Mild"" @933KWTO @NewstalkSTL  https://t.co/D0eRaP9ZSQ"
114,Sun Nov 28 23:57:17 +0000 2021,1465107558880927749,2,@DougMidwest @wolverine_state @truferblue22 They all got one extra last year with Covid
115,Sun Nov 28 23:55:34 +0000 2021,1465107127387574281,0,@Wilkersonclan @Patrick72386 @Maxyss_ @HypersonicArt @ksorbs Look I will say this 1 more time… it was determined not to be that transmissible and also not that extreme in terms of illness like Covid is. There was no need to be concerned for the impact on the healthcare community.
116,Sun Nov 28 23:59:27 +0000 2021,1465108107470770176,0,"@StaffSausage I felt like absolute garbage after the 2nd shot for a few weeks,  so I was scared of the booster. But I had ZERO side effects. It was a huge relief! I even got the flu and the covid booster on the same day, and was totally fine."
117,Sun Nov 28 23:54:05 +0000 2021,1465106753415258117,1,"New Orleans musician rolls with COVID closures, back for more https://t.co/vArQHn4B4G"
118,Sun Nov 28 23:57:54 +0000 2021,1465107715483738112,0,"Is anyone seeing the daily COVID death count for Biden that was reported daily for Pres. Trump?  Biden said he'd end COVID, but we still have vaxxed &amp; unvaxxed people dieing daily. Just curious because his count should be passing the previous presidential count which is not good!"
119,Sun Nov 28 23:59:46 +0000 2021,1465108185782566922,7,Hypocrisy at its finest!  #MakeAmericaGreatAgain #MAGA #coronavirus https://t.co/Y6SyJIXN2z
120,Sun Nov 28 23:54:14 +0000 2021,1465106791533092877,3,@Bailey_1972 @ThatBoyWoody @AmiriKing No lies it’s like that here too.  The majority of hospitalized ppl from covid are vaccinated.  Stop drinking the coolaid dude.
121,Sun Nov 28 23:57:41 +0000 2021,1465107662295777285,21,#SouthAfrican visitors to Israel whose flight left before the government decided to ban arrivals from there and who were ejected from #Israel upon their arrival have said they were treated “like criminals” and “enemies of the state.”  https://t.co/YwLcVd9MHi
122,Sun Nov 28 23:56:23 +0000 2021,1465107333294571525,13,"@angrybklynmom I will add I'm 53 not vaccinated and never followed any lockdown. Protect the venerable but not at the cost of society. Having had Covid (as did my 90 year old mum) we all have natural immunity and we all remain unvaccinated. Grow a spine,its 99.8% survivable for most if not more"
123,Sun Nov 28 23:54:35 +0000 2021,1465106882100617227,3,@PPEtoheros @JonHutson @terriscofield @danaparish @washingtonpost @RealSexyCyborg @brosseau_lisa @Orla_Hegarty @AmitAryaMD @LazarusLong13 @Amal4Solutions @sri_srikrishna @egpayne @EvanBlake17 @imgrund An ICU is not as risky as an emergency room with an influx of COVID patients or many “essential” workplaces outside of healthcare.
124,Sun Nov 28 23:57:12 +0000 2021,1465107538773430274,0,@jimcramer Well that’s inevitable. Even tho symptoms are reportedly mild and COVID is on the loose WORLDWIDE without Omicron?!?  Maybe market was too optimistic to begin with?
125,Sun Nov 28 23:55:33 +0000 2021,1465107123017170947,2,"Rather than Greek letters, I propose we name new COVID virus variants after real unvaccinated people given they're the ones doing most of the incubation."
126,Sun Nov 28 23:59:54 +0000 2021,1465108219932524546,0,@STForeignDesk Origin of Covid-19 coronavirus. The WHO must investigate all evidence especially in countries where there are early reports of the coronavirus appearing.  https://t.co/LuKWae9qDu
127,Sun Nov 28 23:54:19 +0000 2021,1465106814425518085,0,"@michaelmina_lab If vaccination prevents severe disease, at what point does transmission become a moot point."
128,Sun Nov 28 23:56:50 +0000 2021,1465107448524460037,3,New study discovers curious link between a potential rise in skin cancer rates for millions of Australians caused by months of Covid-19 lockdowns. https://t.co/AB13elcbk6
129,Sun Nov 28 23:59:00 +0000 2021,1465107993805139976,2,"@tarmacmolly Dictatorship takes many forms.We never voted for this con job junta,we were victims of a covid coup against the backdrop of manufactured fear."
130,Sun Nov 28 23:59:40 +0000 2021,1465108160406904837,0,"@JackNorton8064 No, they’ve got Covid"
