,time,id,like,text
16,Mon Nov 29 23:58:59 +0000 2021,1465470377069408261,1,"“The U.S. can no longer ignore the digital divide for low-income students and minorities: COVID-19 has clearly revealed the gulf and ensured it is a front-line issue,"" @economicsone explains. (3/5)"
17,Mon Nov 29 23:56:06 +0000 2021,1465469650532278272,0,The injuries across the NFL and fantasy football especially have been brutal  It also appears more players have been added to the Covid-19/Reserve list as of late  Rock solid depth on your fantasy football rosters is that much more crucial as playoffs near
18,Mon Nov 29 23:58:31 +0000 2021,1465470258844688390,26726,BREAKING REPORT: Federal judge SUSPENDS Biden's COVID VACCINE MANDATE for health workers in 10 states..
19,Mon Nov 29 23:59:35 +0000 2021,1465470525338230786,3,tldr: @fordnation ignored #science again so more ppl gonna die. #onpoli #COVID #cdnpoli https://t.co/qpmW2qbvLU
20,Mon Nov 29 23:58:03 +0000 2021,1465470142968651789,0,"Cases and outbreaks are still surging in schools, as health officials say the latest statewide spike is being driven by the unvaccinated. https://t.co/QwqtCB7yBS"
21,Mon Nov 29 23:54:41 +0000 2021,1465469296302252032,1,Life Planning Solutions weekly #market update #newsletter #financialplanner #COVID_19 - https://t.co/RfarglOKti https://t.co/mu8BuvZmE6
22,Mon Nov 29 23:57:56 +0000 2021,1465470111024885761,5,TJ Watt has been moved to Covid IR
23,Mon Nov 29 23:57:55 +0000 2021,1465470106356621312,1,@dgurdasani1 Hospital admissions and number in hospital with covid has been falling over the last few weeks so not sure your argument on the NHS being overwhelmed stands right now. Seems the booster programme is working well and there is no need for your hysteria.
24,Mon Nov 29 23:57:54 +0000 2021,1465470101923119109,2,"@alig2025 @KatyKray73 I agree with you. I'm just prefacing that the stats are actually even lower, even for above 60yr olds.  A clear example is Sweden, which was supposed to have an apocalypse for letting covid rip.  Total death numbers is the best metric, so people don't stat manipulate"
25,Mon Nov 29 23:55:25 +0000 2021,1465469479228485642,0,"why the fuck has the world decided to make 2 new covid variants, have bts concerts going on, snow in the uk and make me sad and sick at the same time. not fair"
26,Mon Nov 29 23:58:21 +0000 2021,1465470216599748609,1,"I’m sick ugh…I’ve got a sinus/stomach bug I think. I’ve been Puking , having a headache , diarrhea , I’m cold but hot , my body aches , I can barely keep anything down.  This sucks , I can taste so hopefully it’s not covid"
27,Mon Nov 29 23:58:48 +0000 2021,1465470328709255178,3,"‼️Know the IMPACT of your Donation‼️ Covid 360 supported over 2000 people who have been severely impacted by Covid-19. We need our community to step up so we can continue the work.  This #GivingTuesday, pls support @acsatoronto https://t.co/KlE4uCmpuM https://t.co/GZDCzWpu3M"
28,Mon Nov 29 23:56:18 +0000 2021,1465469702113828868,8,"A bad day for a great team. Covid has found our Lady Eagles. Due to this, our Dec 1 game against Evangel has been cancelled. The Heart of America Athletic Conference has a rule this year that any cancellation is an automatic forfeit. Don’t agree with it, but out of our hands."
29,Mon Nov 29 23:58:14 +0000 2021,1465470189588422662,0,"fact Trump torches Biden admin over COVID, inflation, the border, Afghanistan, and other crises"
30,Mon Nov 29 23:54:29 +0000 2021,1465469245760933896,4,"Okay, my mother assures me that Sint Maarten has plenty of places for covid testing and that they do this all the time because the US requires a negative test before flying in.   I'm less nervous . . . . . . . . ."
31,Mon Nov 29 23:54:56 +0000 2021,1465469358738743297,213,"COVID gave the media a relevance they thought they had lost. They're now clinging to it for dear life, certain in the knowledge that when it ends, they will indistinguishable from the State."
32,Mon Nov 29 23:58:34 +0000 2021,1465470273566613507,0,"Rapid COVID-19 vaccine booster shot update and retaining masks needed to curtail Omicron, experts say - ABC News https://t.co/uwdrPitaei"
33,Mon Nov 29 23:56:06 +0000 2021,1465469652038045704,0,"@GeraldoRivera @TheFive  Geraldo, you're obsessed with COVID most Americans care about the economy and inflation.  You're so out of touch with the ordinary people"
34,Mon Nov 29 23:59:06 +0000 2021,1465470404294844421,0,"Cases and outbreaks are still surging in schools, as health officials say the latest statewide spike is being driven by the unvaccinated. https://t.co/cDg0hy39Pi"
35,Mon Nov 29 23:55:03 +0000 2021,1465469386995781637,0,COVID-19 vaccination drive in UPang together with our students. @ University of Pangasinan https://t.co/hhC8gd7KeK
36,Mon Nov 29 23:54:46 +0000 2021,1465469317168963588,0,Indeed!  The big Covid $care mu$t go on! https://t.co/OfgzdOCzos
37,Mon Nov 29 23:55:15 +0000 2021,1465469435712520192,0,@News24 They will all have covid now…nx pathetic and bloody predictable
38,Mon Nov 29 23:58:16 +0000 2021,1465470194487336962,3,@chipfranklin Only problem is that the stupid people who would benefit most from it are the same stupid people who won't get the COVID vaccine.
39,Mon Nov 29 23:59:31 +0000 2021,1465470509743673344,0,"@TelanganaCMO Sir, govt hospitals are turning away people when we visit them by 3 pm in the afternoon saying though vaccines are available with them, slots are not available and asking to visit next day. This should be rectified as these technical issues will cause vaccination delays!"
40,Mon Nov 29 23:57:49 +0000 2021,1465470083652894721,3,@jeanxmh It felt very intimate in a way. I wouldn't mind a once a year covid era show lol
41,Mon Nov 29 23:58:04 +0000 2021,1465470143870345216,0,LONDON (AP)The emergence of the new omicron variant and the world's desperate and likely futile attempts to keep it at bay are reminders of what scientists have warned for months: The coronavirus will thrive as long as vast parts of the world lack vaccines https://t.co/2SjBcp3SpF
42,Mon Nov 29 23:55:22 +0000 2021,1465469464195993600,0,Vine Analytica is a distinctive investment company offering our investors access to high-growth investment opportunities in the cryptocurrency space. $150 bonus after sign up. We also give loans. https://t.co/71gYWk4ZuE   #coronavirus https://t.co/7b5S9C8JxK
43,Mon Nov 29 23:57:00 +0000 2021,1465469876047265794,8,"Updated plot 30 Nov 2021: Vic covid cases, hospital, ICU, deaths against the @BurnetInstitute 15 Oct model.  Model did well at predicting timing of case uptick, as well as slope.  Vic continues at low end of range of modeled cases/hosp*/ICU*/deaths.  https://t.co/ZRxvubQQhD 1/ https://t.co/ZFywgp1CzO"
44,Mon Nov 29 23:56:32 +0000 2021,1465469759311384578,0,"1,103 new Covid-19 cases; ICU utilisation rate falls to 51.2% https://t.co/9mknwCvuTx"
45,Mon Nov 29 23:55:14 +0000 2021,1465469430750748672,0,@beingrealmac Your tweet was quoted in an article by dailycaller https://t.co/3evtKAROvd
46,Mon Nov 29 23:55:02 +0000 2021,1465469383992557578,3,"@KellieADennis74 I hope you feel better. That's a Covid fever, but if you are tested, do both, flu and Covid."
47,Mon Nov 29 23:59:22 +0000 2021,1465470472389341191,1,@SonOfTheSun333 @RickofEnfield @trafficconehelp @Finneganporter I’d rather not get it at all. The chickenpox virus causes shingles *decades* after the initial infection. We have no clue about what COVID might do down the road.
48,Mon Nov 29 23:57:58 +0000 2021,1465470119933403143,1,@AddenoidalHonk Japan just closed the border for all foreigners today (even with Business Visa) because of new type of covid. I think this is stupid 😭
49,Mon Nov 29 23:54:48 +0000 2021,1465469325179981824,0,1-31-21 676K died from covid 5-9-21 618K died from covid 8-22-21 954K died from covid 10-31-21 824K died from covid  Look at the chart yourself these jabs aren't causing the death rate to go down! It's causing it to go up! https://t.co/clPcXyhVeA https://t.co/ap4KmbCsB0
50,Mon Nov 29 23:57:13 +0000 2021,1465469930787250186,0,"@mplspat @movinggif @Rob162816 @DrTomFrieden and I am not in any way well-read in what it was used for previously. the actual platform was developed as therapy, not vaccination. But it's water under the bridge by this point."
51,Mon Nov 29 23:56:36 +0000 2021,1465469776688390147,0,@iiiiii_x_iiiiii @safcpete67 @RealSpikeCohen The reason Bulgaria has done so badly with Covid is they have the lowest vaccination rate in the EU. Sweden on the other hand has comparable vaccination rates to other Scandinavian countries.
52,Mon Nov 29 23:59:35 +0000 2021,1465470526936211469,0,@Ms_Ethereum @bennyjohnson And that's how we identify someone spreading false information about covid-19
53,Mon Nov 29 23:55:43 +0000 2021,1465469552645455872,0,@StephanieRade18 @joncoopertweets No absolutely wouldn't have worked.  These people were anti-vaxx before covid.  Maybe he could have gotten some of them to wear masks though.
54,Mon Nov 29 23:59:07 +0000 2021,1465470411383005184,0,@vonwags @ewarren Brought to you by Trump and his horrible handling of Covid and the Covid economy.
55,Mon Nov 29 23:54:27 +0000 2021,1465469233693806593,0,"COVID Alberta — Mon, Nov 29, 2021 | Update: 806 New Cases (7-Day Average: 322) &amp; 7 Deaths | 71.0% Vaccinated (3  https://t.co/YOuQqN4xuR #AB"
56,Mon Nov 29 23:58:39 +0000 2021,1465470291736510478,0,"🚨🇺🇸Just in: @WHO warns that new virus variant poses ""very high risk"". #BreakingNews #news #coronavirus #VariantOmicron #Corona #B11529 #COVID19 #NewVariant #Variant #covidvariant #SouthAfrica #USA #NuVariant #OmicronVariant #VariantOfConcern   https://t.co/QlSeLMKPcm"
57,Mon Nov 29 23:55:45 +0000 2021,1465469564599209987,0,NSW has recorded 179 new COVID-19 cases and three more deaths.
58,Mon Nov 29 23:56:17 +0000 2021,1465469698519220226,0,@RNCResearch @GOP Trump shutting down the coronavirus: https://t.co/TIpBL7OXhd
59,Mon Nov 29 23:55:15 +0000 2021,1465469438346543111,3,This is a Covid lung #MAGA @SenateGOP @GOP from a double lung transplant https://t.co/gCeTJ0CcU2
60,Mon Nov 29 23:56:03 +0000 2021,1465469638549118977,0,"Cases: 262,055,552 (+27,527)  Deaths: 5,205,923 (+0)  Recovered: 0 (+0)  Active Cases: 262,055,552 (100%) Completed Cases: 5,205,923 (1.99%) Mortality Rate: 1.99% (No Change) Case Fatality Rate: 100.00% (No Change)  #COVID19 #Coronavirus #StayHome"
61,Mon Nov 29 23:56:40 +0000 2021,1465469794228920328,1,"ANOTHER covid exposure at childcare. ""no need to quarantine if had it in the past 3 months"" apparently doesn't apply to childcare, and there's no test-to-stay option. Third exposure in just over 3 months. THIS IS NOT SUSTAINABLE. https://t.co/lL8mmW9gVK"
62,Mon Nov 29 23:55:06 +0000 2021,1465469399284916229,1,"@Girl99Patriot @JohnCunnington5 Even if it did stop covid, no one has the right to dictate you put a pharmaceutical into your body against your will and without informed consent."
63,Mon Nov 29 23:54:45 +0000 2021,1465469309522616321,28,"Overwhelmingly relieved to have scheduled my appointment for my COVID-19 booster shot. Thank you, science."
64,Mon Nov 29 23:58:24 +0000 2021,1465470228427587585,2,"Brilliant stuff by Pfizer and Co.  1) Create a ""vaccine"" based on false promises and have governments pay billions for it.  2) Create booster shots because the ""vaccine"" is not effective and have governments pay again.  3) Create a pill to try to cover up for the booster failure."
65,Mon Nov 29 23:55:11 +0000 2021,1465469420009103362,3,@GovRonDeSantis A bonus won't bring back the officers who succumbed to this pandemic because #ConDeSantis had to make it political.   https://t.co/CCK0D8qFzd
66,Mon Nov 29 23:55:41 +0000 2021,1465469544416178181,0,"People all over the world, Please do not allow international students from Japan or residents for business purposes to enter the country.  Japan is too unfair.  #coronavirus #COVID19"
67,Mon Nov 29 23:56:54 +0000 2021,1465469852202803201,1,@sue91282690 I don't know which aisle is for the unclean and which is for the chosen people of the great Covid God but there seems to be a fairly even split which is encouraging.
68,Mon Nov 29 23:58:56 +0000 2021,1465470361911238657,5,"Haven't dined on their rubbish food for literally 15 years,so I don't give a fu*k.I do care tho about the discrimination &amp; apartheid system that they are supporting.Assholes!  Covid-19: McDonald's requires vaccine pass to dine-in under traffic light system https://t.co/3ns9OWSUsr"
69,Mon Nov 29 23:57:07 +0000 2021,1465469904681897984,3,A person I know said his parents were anti covid vax and when he can he's going to jab himself because of it.  When such rebellious acts like this are now becoming commonplace. It just makes me cringe.
70,Mon Nov 29 23:56:27 +0000 2021,1465469738306334723,49,"""He basically said to me, ‘I’ve got an immune system, have you never heard of one of those?’” His condition worsened, and he was taken to hospital...two days later he died on the ward.""  😢😢😢  Covid kills. Get vaccinated.  https://t.co/vPmmh8r991"
71,Mon Nov 29 23:59:56 +0000 2021,1465470613955366912,1,@ichaydon Got my Pfizer booster last Friday -- now I'm truly thankful!
72,Mon Nov 29 23:57:44 +0000 2021,1465470061066350597,0,@WHO why weren’t you on top of this new Covid-19 variant
73,Mon Nov 29 23:56:20 +0000 2021,1465469708681900035,0,"I was finally able to get my kid an appt. to get her Covid vaccine. Drove in rush hour to @Walmart in Eden Prairie,MN only to be told they didn’t have the kid’s vaccine. Well, how was I able to get an appointment?? That’s what I get for entrusting Walmart with my kid’s health."
74,Mon Nov 29 23:54:30 +0000 2021,1465469249707642887,10,"Taejin event will be in full swing to kick off the new year!✌🏼💜✨  📍 LOCATION: Kozan Tea House 1053 W Philadelphia St, Ontario, CA 91762  🗓 DATE: January 8th 2022  ⏰ TIME: 1:00 P.M. - 7:00 P.M.  Hosted by @synttth   MASKS WILL BE ENFORCED REGARDLESS OF VACCINATION STATUS. https://t.co/Y2qwCGpc4F"
75,Mon Nov 29 23:55:24 +0000 2021,1465469473578618880,0,Iceland supermarket boss says his staff WON'T force shoppers to wear masks https://t.co/lJRulugs7U
76,Mon Nov 29 23:57:00 +0000 2021,1465469875363717132,0,@ShaneAHardin @AleshireLaw Many more openings etc here.  Impossible to overstate how important this was for countless reasons.   https://t.co/fj3aEuOs3R
77,Mon Nov 29 23:59:48 +0000 2021,1465470581273415682,2,tf is an omicron. bro why they dropping new covid variants like it’s a pokémon card opening https://t.co/iGMulwu2ng
78,Mon Nov 29 23:59:54 +0000 2021,1465470608087535618,11,Incredible to see the SARS-CoV-2 surveillance in the U.S. increase from 8K in February to 80K genomes sequenced weekly now! https://t.co/yuv7HLWQEr  And amazing to see the @CDCgov publicly sharing all the methods on @protocolsIO. https://t.co/Mj3BFlQEIa https://t.co/Hv1uiYyg9v
79,Mon Nov 29 23:57:14 +0000 2021,1465469935627419655,0,"@DinoJarvis2 @NatronymousMonk @peterrowen_ What 😱 they are planning to give Multiple annual boosters for Covid, like they do for flu. I bet they pick on the vulnerable and give it to them first. Good job we are getting this inside information. That pesky Van Tam and Whitty leaking it on national TV months ago too 😡 🤦🏻‍♂️"
80,Mon Nov 29 23:56:12 +0000 2021,1465469676905979908,4,I'm pleased to announce the opening of my new covid fashion store Omicronlie and Fitch.
81,Mon Nov 29 23:54:52 +0000 2021,1465469342166884357,0,@DonSather2 @JesseZurawell Took the Vaccine and haven’t got ill since then. Don’t know what’s in the Moderna Vax but that shit works for something good. Got woozy for one day but all in all I’ve felt great since then. Not saying to take it but I’m glad I did. Do you. I’m not one of them Many people. Do you
82,Mon Nov 29 23:59:11 +0000 2021,1465470428403613700,1,Dr. Simone Gold On Risks Of The Experimental mRNA Covid Jab https://t.co/V6fHkWjoVU
83,Mon Nov 29 23:57:57 +0000 2021,1465470115286294537,1,@CNBC Pfizer - “We are going to win this all the way to the bank!”
84,Mon Nov 29 23:55:56 +0000 2021,1465469608983339011,0,Vine Analytica is a distinctive investment company offering our investors access to high-growth investment opportunities in the cryptocurrency space. $150 bonus after sign up. We also give loans. https://t.co/71gYWk4ZuE   #coronavirus https://t.co/juE8JTLywd
85,Mon Nov 29 23:58:13 +0000 2021,1465470185180057603,4,"@JorettaWilliams @tedcruz So, I guess you suggesting the 19,000 kids that die every day due to preventable and treatable condition such as malnutrition and Malaria or the 5.4 million who have died of Covid did not put their trust on the Messiah floating on the clouds?"
86,Mon Nov 29 23:59:36 +0000 2021,1465470530580975616,0,"@taliaeliana There’s a non-covid sore throat bug going around. My wife got it pretty bad, we took her in and confirmed it wasn’t covid. I started getting it, but thankfully fought it off in a couple of days."
87,Mon Nov 29 23:55:16 +0000 2021,1465469440401756161,28,I’ll start worrying when a Covid variant is named Thanos. #avengers
88,Mon Nov 29 23:59:04 +0000 2021,1465470396673708039,20,"#SULLI eating: a required thread;  (sorry for the keywords) f(x), kpop, carrd tutorial, bts, itzy, fancam, sulli, choi jinri, covid-19, thread. https://t.co/nyz9bKHxix"
89,Mon Nov 29 23:54:49 +0000 2021,1465469329848291329,0,US: We are putting sanctions on Africa due to covid. China: We will seen a billion doses of vaccine. U.S.: Those sons of bitches. https://t.co/dYLp8SGpov
90,Mon Nov 29 23:54:34 +0000 2021,1465469263230259202,0,Fauci fires back at Cruz over COVID claims about Chinese lab https://t.co/LHWKUnfOO1 via @YahooNews
91,Mon Nov 29 23:56:52 +0000 2021,1465469843965153283,0,@commoncents1234 @NickReisman Yes but covid is so much worse. I think its prudent to be more careful. Just saying.
92,Mon Nov 29 23:55:16 +0000 2021,1465469442498781185,4,@BigTucsonDad Covid circulation
93,Mon Nov 29 23:58:19 +0000 2021,1465470208445878273,0,@MattMenietti I just had sore arms for about 2.5 days. Had the flu shot in one arm and booster in the other on a Friday and was good to go on Monday. I also only had arm soreness with my first 2 shots Pfizer shots.
94,Mon Nov 29 23:56:19 +0000 2021,1465469704441638917,1,"31,014 Deaths 2,890,600 Injuries Following COVID Shots in European Database of Adverse Reactions as Young, Previously Healthy People Continue to Die/ By Brian Shilhavy - Mark Taliano - https://t.co/hqCSektoW9"
95,Mon Nov 29 23:59:44 +0000 2021,1465470563745292290,0,"@BurgSkeletal @BartenderHemry I think it's more.   With Covid, conservatives and proxies have done everything to spread fear and distrust to others.  Bidens point was that they should sit down and get out of the way for now.  Many are choosing to incite anger instead."
96,Mon Nov 29 23:58:39 +0000 2021,1465470290524311553,1,@joelockhart How many Republicans do you suppose will get COVID and die and how many lied about being vaccinated and will not get it and live to wreak yet more havoc on our fragile system?
97,Mon Nov 29 23:58:25 +0000 2021,1465470232475099141,9,"@LarrabeeNed @BarryCKing1 @YouTube @AFGE704_EPA @ret_cw3 @ladyred1956 @CookKCEgyptian @WaterDean @ProtectStudents @carlawalworth @HELLANBL @PurpleHipChic @ALOVEFarmer @SDK_Resists You can also buy some home tests for covid at Walgreens (they had a huge display available for Thanksgiving holiday when I got my booster) just to put your mind at ease, too.  The fear is worse than the cold.  Sending virtual hugs!"
98,Mon Nov 29 23:56:16 +0000 2021,1465469691313356802,0,Vine Analytica is a distinctive investment company offering our investors access to high-growth investment opportunities in the cryptocurrency space. $150 bonus after sign up. We also give loans. https://t.co/71gYWk4ZuE   #coronavirus https://t.co/IPqx1WNrfR
99,Mon Nov 29 23:59:38 +0000 2021,1465470541268078595,0,"@freedomtilly @c0ef0afe1f4a43d Hundreds of laboratories and universities across the globe coordinate with the CDC and other government organizations worldwide to come up with the info we use concerning all viruses, not just Covid. Those labs and colleges employ thousands of virologists and epidemiologists."
100,Mon Nov 29 23:57:36 +0000 2021,1465470030108262402,0,@karenbdc I'm going to a girls weekend in San Diego next weekend (had to be done) and I called the resort to ask about covid measures. If you're not vaxxed they *ask* that you wear a mask indoors. No vax proof required to dine at their restaurant. So I guess we'll be dining al fresco. 🤷‍♀️
101,Mon Nov 29 23:56:55 +0000 2021,1465469855235293187,2,"Tw// COVID  Jk I probs have (I took a rapid test that came back negative and I'm vaccinated but I feel like shit) so time to quarantine until next Wednesday probs  I have a movie watchlist, but suggest movies for me to watch"
102,Mon Nov 29 23:56:20 +0000 2021,1465469707687968779,23,"@MollyJongFast And this is why my sympathy is gone for the deliberately unvaxxed who get COVID. They have the right to believe natural immunity will be better for them than a vaccine, even if it kills them. I feel bad for their children, but pandemics are nature's Darwinism."
103,Mon Nov 29 23:55:08 +0000 2021,1465469408751411203,15,@lapublichealth @CountyofLA Congrats Los Angeles! We are officially more likely to die via robbery then Covid.  Woohoo! Keep wearing your masks everyone!
104,Mon Nov 29 23:59:49 +0000 2021,1465470587954991105,149,"I gave up caring a while ago.  Oh ya, update on my mom and her Covid. She got released from the hospital over the weekend and is doing much better. https://t.co/dVcnIFtdC0"
105,Mon Nov 29 23:59:51 +0000 2021,1465470593864802313,1,"@SilentRefusal @Artfullbodger1 @itscoreyrigby @PoliticsForAlI Show me one piece of evidence , some real world testing anywhere, that shows a piece of cloth protects against Covid 19."
106,Mon Nov 29 23:54:40 +0000 2021,1465469289927004160,0,"1/ Lots of news reports today suggesting that #Omicron is circulating, as one would expect a virus this contagious would… especially with such lax travel policies for testing, vaccination, and quarantines. In #Virginia, B.1.1.7 (Alpha) was first spotted in Feb. 2021… https://t.co/YLJlOWuYPe"
107,Mon Nov 29 23:54:55 +0000 2021,1465469350945583107,1,"@EvanBlake17 @WSWS_Updates They not only have accepted it, they now welcome it! The latter due to the key results since March 2020 ie: 1. The rich got much richer 2. Millions of elderly/retired profit-unproductive, high-health-cost citizens died from COVID-19. 1 + 2 = a fucking bonanza for wealthy bandits!"
108,Mon Nov 29 23:55:00 +0000 2021,1465469372701491209,0,A physician from Waterville has had his license to practice medicine in the state suspended after being accused of spreading misinformation about COVID-19: https://t.co/zhYS9i9wdV
109,Mon Nov 29 23:55:19 +0000 2021,1465469452938780672,1,$XBI Covid is a hoax  My 100 puts will print big tomorrow ⭐
110,Mon Nov 29 23:58:04 +0000 2021,1465470145736945666,0,"@McBooster19 @Lefty_Jew Oh no. The government will put leftists in a building that you can easily walk out of, but you have to stay for 2 weeks if you are a recent arrival by plane  Before covid, you could just walk on to the airport tarmac and nobody would stop you"
111,Mon Nov 29 23:58:04 +0000 2021,1465470144864530441,3,"KARE 11 set out to find the most commonly searched questions about the new coronavirus variant, omicron. https://t.co/F9MJ27zvaQ"
112,Mon Nov 29 23:59:00 +0000 2021,1465470381221949441,0,"Cases and outbreaks are still surging in schools, as health officials say the latest statewide spike is being driven by the unvaccinated. https://t.co/hSEASiYAG6"
113,Mon Nov 29 23:58:31 +0000 2021,1465470259247280129,1,"@melindadreed @HerVibesHigh @Razio14814294 People with underlying conditions are more likely to die (also true of the common cold). Arguing that people didn't die of Covid but something else is normally not valid. If somebody dies of Covid and pneumonia, chances are they wouldn't have gotten pneumonia without Covid first."
114,Mon Nov 29 23:57:11 +0000 2021,1465469922671091715,1,"After dipping below 300 last week for the first time in two months, hospitalizations related to an active case of COVID-19 in B.C. are back up to 303 today. #COVID19BC #bcpoli https://t.co/wVNJ5dVBeF"
115,Mon Nov 29 23:58:17 +0000 2021,1465470200275509249,1,"I told my oldest that I had contact info for his friends and wouldn't hesitate to contact them to ask them to put pressure on him to get a covid test. That's reasonable, right?"
116,Mon Nov 29 23:56:57 +0000 2021,1465469866282995718,0,i tested positive for covid TODAY literally hours ago do you really think i’m gonna feel any better /nbh
117,Mon Nov 29 23:59:00 +0000 2021,1465470380093677569,2,"“On Thursday, I'll be putting forward a detailed strategy outlining how we're gonna fight Covid this winter. Not with shutdowns or lockdowns, but with more widespread vaccinations, boosters, testing, and more."" https://t.co/sDD8gZLsUN"
118,Mon Nov 29 23:57:45 +0000 2021,1465470065277472773,1,So guess what getting vaccinated for COVID got you? It sure as fuck wasn’t freedom. It got you in line for endless boosters. https://t.co/aE2kGHch7c
119,Mon Nov 29 23:59:55 +0000 2021,1465470613225717761,0,@allisonpearson  ⁦@JuliaHB1⁩ Excellent and sane analysis here!  https://t.co/dLsWbevVHG COVID-19: UK faces bumpy ride amid uncertainty over new Omicron variant and scant data to go on so far https://t.co/HGau5OhFpf
120,Mon Nov 29 23:56:04 +0000 2021,1465469643523608585,1,@hangelicapickls @meholeshartin Hahahahaha no babies only covid
121,Mon Nov 29 23:58:55 +0000 2021,1465470359189262344,0,"Especially if you aren't taking care of your overall health. Don't just get the vaccine and expect to be in the clear. Be mindful.  Same goes for masks. It's just one of the many precautions you need to take to stay safe, and not the ultimate defense against covid."
122,Mon Nov 29 23:57:33 +0000 2021,1465470017399492610,1,FDA To Advisers: Should Certain Patients Not Get Merck’s COVID-19 Pill? https://t.co/Lui8nzUiJu
123,Mon Nov 29 23:56:47 +0000 2021,1465469824503533568,0,"@ByrneBarry And no concerns over the covid cases, of course?"
124,Mon Nov 29 23:57:44 +0000 2021,1465470062404542466,7,*whispers* GrandFAMs I need y’all to start complaining about the heat in CLA. I can feel the Covid Omicron spreading https://t.co/hQfqfGsTEi
125,Mon Nov 29 23:57:54 +0000 2021,1465470103630204934,4,This lady is trying to convince me that she can smell the COVID in her dogs 💩 #IHateItHere
126,Mon Nov 29 23:59:22 +0000 2021,1465470472863158274,5,"@newfoundcatrazz @OneVapid FDA NEVER OFFICIALLY APPROVED PFIZER, ALL COVID VACCINES ARE #EXPERIMENTAL  NOT OFFICIALLY APPROVED OR TESTED FOR SAFETY &amp; ILLEGAL TO MANDATE HUMAN GUINEA PIGS"
